date,health_board,presentations
2021-04-26,NHS Western Isles,21
2021-04-27,NHS Ayrshire and Arran,56
2021-04-27,NHS Borders,28
2021-04-27,NHS Dumfries and Galloway,37
2021-04-27,NHS Fife,65
2021-04-27,NHS Forth Valley,47
2021-04-27,NHS Grampian,69
2021-04-27,NHS Greater Glasgow and Clyde,131
2021-04-27,NHS Highland,38
2021-04-27,NHS Lanarkshire,77
2021-04-27,NHS Lothian,128
2021-04-27,NHS Orkney,11
2021-04-27,NHS Shetland,8
2021-04-27,NHS Tayside,70
2021-04-27,NHS Western Isles,12
2021-04-28,NHS Ayrshire and Arran,48
2021-04-28,NHS Borders,20
2021-04-28,NHS Dumfries and Galloway,22
2021-04-28,NHS Fife,49
2021-04-28,NHS Forth Valley,40
2021-04-28,NHS Grampian,76
2021-04-28,NHS Greater Glasgow and Clyde,140
2021-04-28,NHS Highland,52
2021-04-28,NHS Lanarkshire,89
2021-04-28,NHS Lothian,111
2021-04-28,NHS Orkney,11
2021-04-28,NHS Shetland,13
2021-04-28,NHS Tayside,59
2021-04-28,NHS Western Isles,11
2021-04-29,NHS Ayrshire and Arran,52
2021-04-29,NHS Borders,22
2021-04-29,NHS Dumfries and Galloway,34
2021-04-29,NHS Fife,56
2021-04-29,NHS Forth Valley,33
2021-04-29,NHS Grampian,53
2021-04-29,NHS Greater Glasgow and Clyde,141
2021-04-29,NHS Highland,41
2021-04-29,NHS Lanarkshire,77
2021-04-29,NHS Lothian,117
2021-04-29,NHS Orkney,6
2021-04-29,NHS Shetland,11
2021-04-29,NHS Tayside,67
2021-04-29,NHS Western Isles,13
2021-04-30,NHS Ayrshire and Arran,52
2021-04-30,NHS Borders,27
2021-04-30,NHS Dumfries and Galloway,43
2021-04-30,NHS Fife,55
2021-04-30,NHS Forth Valley,40
2021-04-30,NHS Grampian,80
2021-04-30,NHS Greater Glasgow and Clyde,152
2021-04-30,NHS Highland,55
2021-04-30,NHS Lanarkshire,91
2021-04-30,NHS Lothian,136
2021-04-30,NHS Orkney,10
2021-04-30,NHS Shetland,13
2021-04-30,NHS Tayside,69
2021-04-30,NHS Western Isles,18
2021-05-01,NHS Ayrshire and Arran,57
2021-05-01,NHS Borders,16
2021-05-01,NHS Dumfries and Galloway,29
2021-05-01,NHS Fife,53
2021-05-01,NHS Forth Valley,45
2021-05-01,NHS Grampian,76
2021-05-01,NHS Greater Glasgow and Clyde,128
2021-05-01,NHS Highland,49
2021-05-01,NHS Lanarkshire,76
2021-05-01,NHS Lothian,102
2021-05-01,NHS Orkney,9
2021-05-01,NHS Shetland,5
2021-05-01,NHS Tayside,61
2021-05-01,NHS Western Isles,7
2021-05-02,NHS Ayrshire and Arran,53
2021-05-02,NHS Borders,16
2021-05-02,NHS Dumfries and Galloway,35
2021-05-02,NHS Fife,47
2021-05-02,NHS Forth Valley,38
2021-05-02,NHS Grampian,64
2021-05-02,NHS Greater Glasgow and Clyde,115
2021-05-02,NHS Highland,32
2021-05-02,NHS Lanarkshire,77
2021-05-02,NHS Lothian,89
2021-05-02,NHS Orkney,8
2021-05-02,NHS Shetland,8
2021-05-02,NHS Tayside,53
2021-05-02,NHS Western Isles,8
2021-05-03,NHS Ayrshire and Arran,72
2021-05-03,NHS Borders,34
2021-05-03,NHS Dumfries and Galloway,38
2021-05-03,NHS Fife,77
2021-05-03,NHS Forth Valley,74
2021-05-03,NHS Grampian,98
2021-05-03,NHS Greater Glasgow and Clyde,197
2021-05-03,NHS Highland,63
2021-05-03,NHS Lanarkshire,113
2021-05-03,NHS Lothian,159
2021-05-03,NHS Orkney,17
2021-05-03,NHS Shetland,13
2021-05-03,NHS Tayside,97
2021-05-03,NHS Western Isles,17
2021-05-04,NHS Ayrshire and Arran,53
2021-05-04,NHS Borders,19
2021-05-04,NHS Dumfries and Galloway,51
2021-05-04,NHS Fife,59
2021-05-04,NHS Forth Valley,50
2021-05-04,NHS Grampian,61
2021-05-04,NHS Greater Glasgow and Clyde,161
2021-05-04,NHS Highland,57
2021-05-04,NHS Lanarkshire,109
2021-05-04,NHS Lothian,123
2021-05-04,NHS Orkney,10
2021-05-04,NHS Shetland,7
2021-05-04,NHS Tayside,82
2021-05-04,NHS Western Isles,17
2021-05-05,NHS Ayrshire and Arran,69
2021-05-05,NHS Borders,26
2021-05-05,NHS Dumfries and Galloway,38
2021-05-05,NHS Fife,45
2021-05-05,NHS Forth Valley,61
2021-05-05,NHS Grampian,87
2021-05-05,NHS Greater Glasgow and Clyde,126
2021-05-05,NHS Highland,59
2021-05-05,NHS Lanarkshire,97
2021-05-05,NHS Lothian,106
2021-05-05,NHS Orkney,5
2021-05-05,NHS Shetland,3
2021-05-05,NHS Tayside,71
2021-05-05,NHS Western Isles,13
2021-05-06,NHS Ayrshire and Arran,53
2021-05-06,NHS Borders,22
2021-05-06,NHS Dumfries and Galloway,29
2021-05-06,NHS Fife,56
2021-05-06,NHS Forth Valley,46
2021-05-06,NHS Grampian,68
2021-05-06,NHS Greater Glasgow and Clyde,150
2021-05-06,NHS Highland,59
2021-05-06,NHS Lanarkshire,83
2021-05-06,NHS Lothian,125
2021-05-06,NHS Orkney,11
2021-05-06,NHS Shetland,7
2021-05-06,NHS Tayside,65
2021-05-06,NHS Western Isles,13
2021-05-07,NHS Ayrshire and Arran,68
2021-05-07,NHS Borders,22
2021-05-07,NHS Dumfries and Galloway,30
2021-05-07,NHS Fife,75
2021-05-07,NHS Forth Valley,42
2021-05-07,NHS Grampian,75
2021-05-07,NHS Greater Glasgow and Clyde,137
2021-05-07,NHS Highland,65
2021-05-07,NHS Lanarkshire,97
2021-05-07,NHS Lothian,114
2021-05-07,NHS Orkney,7
2021-05-07,NHS Shetland,8
2021-05-07,NHS Tayside,77
2021-05-07,NHS Western Isles,13
2021-05-08,NHS Ayrshire and Arran,39
2021-05-08,NHS Borders,24
2021-05-08,NHS Dumfries and Galloway,35
2021-05-08,NHS Fife,39
2021-05-08,NHS Forth Valley,39
2021-05-08,NHS Grampian,69
2021-05-08,NHS Greater Glasgow and Clyde,129
2021-05-08,NHS Highland,42
2021-05-08,NHS Lanarkshire,70
2021-05-08,NHS Lothian,113
2021-05-08,NHS Orkney,5
2021-05-08,NHS Shetland,4
2021-05-08,NHS Tayside,64
2021-05-08,NHS Western Isles,8
2021-05-09,NHS Ayrshire and Arran,54
2021-05-09,NHS Borders,21
2021-05-09,NHS Dumfries and Galloway,28
2021-05-09,NHS Fife,61
2021-05-09,NHS Forth Valley,43
2021-05-09,NHS Grampian,67
2021-05-09,NHS Greater Glasgow and Clyde,125
2021-05-09,NHS Highland,46
2021-05-09,NHS Lanarkshire,82
2021-05-09,NHS Lothian,114
2021-05-09,NHS Orkney,6
2021-05-09,NHS Shetland,5
2021-05-09,NHS Tayside,59
2021-05-09,NHS Western Isles,12
2021-05-10,NHS Ayrshire and Arran,62
2021-05-10,NHS Borders,39
2021-05-10,NHS Dumfries and Galloway,50
2021-05-10,NHS Fife,68
2021-05-10,NHS Forth Valley,69
2021-05-10,NHS Grampian,111
2021-05-10,NHS Greater Glasgow and Clyde,170
2021-05-10,NHS Highland,88
2021-05-10,NHS Lanarkshire,111
2021-05-10,NHS Lothian,151
2021-05-10,NHS Orkney,18
2021-05-10,NHS Shetland,12
2021-05-10,NHS Tayside,89
2021-05-10,NHS Western Isles,15
2021-05-11,NHS Ayrshire and Arran,57
2021-05-11,NHS Borders,32
2021-05-11,NHS Dumfries and Galloway,45
2021-05-11,NHS Fife,61
2021-05-11,NHS Forth Valley,56
2021-05-11,NHS Grampian,98
2021-05-11,NHS Greater Glasgow and Clyde,139
2021-05-11,NHS Highland,56
2021-05-11,NHS Lanarkshire,87
2021-05-11,NHS Lothian,128
2021-05-11,NHS Orkney,8
2021-05-11,NHS Shetland,14
2021-05-11,NHS Tayside,66
2021-05-11,NHS Western Isles,13
2021-05-12,NHS Ayrshire and Arran,58
2021-05-12,NHS Borders,21
2021-05-12,NHS Dumfries and Galloway,38
2021-05-12,NHS Fife,56
2021-05-12,NHS Forth Valley,34
2021-05-12,NHS Grampian,85
2021-05-12,NHS Greater Glasgow and Clyde,141
2021-05-12,NHS Highland,50
2021-05-12,NHS Lanarkshire,87
2021-05-12,NHS Lothian,114
2021-05-12,NHS Orkney,10
2021-05-12,NHS Shetland,5
2021-05-12,NHS Tayside,79
2021-05-12,NHS Western Isles,5
2021-05-13,NHS Ayrshire and Arran,67
2021-05-13,NHS Borders,28
2021-05-13,NHS Dumfries and Galloway,35
2021-05-13,NHS Fife,50
2021-05-13,NHS Forth Valley,52
2021-05-13,NHS Grampian,85
2021-05-13,NHS Greater Glasgow and Clyde,154
2021-05-13,NHS Highland,52
2021-05-13,NHS Lanarkshire,68
2021-05-13,NHS Lothian,107
2021-05-13,NHS Orkney,7
2021-05-13,NHS Shetland,9
2021-05-13,NHS Tayside,60
2021-05-13,NHS Western Isles,14
2021-05-14,NHS Ayrshire and Arran,58
2021-05-14,NHS Borders,27
2021-05-14,NHS Dumfries and Galloway,31
2021-05-14,NHS Fife,61
2021-05-14,NHS Forth Valley,57
2021-05-14,NHS Grampian,75
2021-05-14,NHS Greater Glasgow and Clyde,158
2021-05-14,NHS Highland,56
2021-05-14,NHS Lanarkshire,100
2021-05-14,NHS Lothian,119
2021-05-14,NHS Orkney,11
2021-05-14,NHS Shetland,11
2021-05-14,NHS Tayside,65
2021-05-14,NHS Western Isles,8
2021-05-15,NHS Ayrshire and Arran,64
2021-05-15,NHS Borders,14
2021-05-15,NHS Dumfries and Galloway,45
2021-05-15,NHS Fife,58
2021-05-15,NHS Forth Valley,44
2021-05-15,NHS Grampian,63
2021-05-15,NHS Greater Glasgow and Clyde,134
2021-05-15,NHS Highland,36
2021-05-15,NHS Lanarkshire,92
2021-05-15,NHS Lothian,114
2021-05-15,NHS Orkney,8
2021-05-15,NHS Shetland,5
2021-05-15,NHS Tayside,63
2021-05-15,NHS Western Isles,8
2021-05-16,NHS Ayrshire and Arran,51
2021-05-16,NHS Borders,14
2021-05-16,NHS Dumfries and Galloway,35
2021-05-16,NHS Fife,43
2021-05-16,NHS Forth Valley,34
2021-05-16,NHS Grampian,60
2021-05-16,NHS Greater Glasgow and Clyde,107
2021-05-16,NHS Highland,42
2021-05-16,NHS Lanarkshire,75
2021-05-16,NHS Lothian,103
2021-05-16,NHS Orkney,5
2021-05-16,NHS Shetland,2
2021-05-16,NHS Tayside,58
2021-05-16,NHS Western Isles,6
2021-05-17,NHS Ayrshire and Arran,70
2021-05-17,NHS Borders,32
2021-05-17,NHS Dumfries and Galloway,48
2021-05-17,NHS Fife,81
2021-05-17,NHS Forth Valley,50
2021-05-17,NHS Grampian,117
2021-05-17,NHS Greater Glasgow and Clyde,170
2021-05-17,NHS Highland,54
2021-05-17,NHS Lanarkshire,121
2021-05-17,NHS Lothian,146
2021-05-17,NHS Orkney,13
2021-05-17,NHS Shetland,14
2021-05-17,NHS Tayside,102
2021-05-17,NHS Western Isles,16
2021-05-18,NHS Ayrshire and Arran,65
2021-05-18,NHS Borders,20
2021-05-18,NHS Dumfries and Galloway,34
2021-05-18,NHS Fife,60
2021-05-18,NHS Forth Valley,55
2021-05-18,NHS Grampian,89
2021-05-18,NHS Greater Glasgow and Clyde,150
2021-05-18,NHS Highland,62
2021-05-18,NHS Lanarkshire,95
2021-05-18,NHS Lothian,121
2021-05-18,NHS Orkney,8
2021-05-18,NHS Shetland,8
2021-05-18,NHS Tayside,75
2021-05-18,NHS Western Isles,17
2021-05-19,NHS Ayrshire and Arran,71
2021-05-19,NHS Borders,23
2021-05-19,NHS Dumfries and Galloway,35
2021-05-19,NHS Fife,53
2021-05-19,NHS Forth Valley,52
2021-05-19,NHS Grampian,85
2021-05-19,NHS Greater Glasgow and Clyde,140
2021-05-19,NHS Highland,50
2021-05-19,NHS Lanarkshire,82
2021-05-19,NHS Lothian,130
2021-05-19,NHS Orkney,12
2021-05-19,NHS Shetland,9
2021-05-19,NHS Tayside,87
2021-05-19,NHS Western Isles,19
2021-05-20,NHS Ayrshire and Arran,51
2021-05-20,NHS Borders,24
2021-05-20,NHS Dumfries and Galloway,40
2021-05-20,NHS Fife,57
2021-05-20,NHS Forth Valley,55
2021-05-20,NHS Grampian,71
2021-05-20,NHS Greater Glasgow and Clyde,153
2021-05-20,NHS Highland,47
2021-05-20,NHS Lanarkshire,81
2021-05-20,NHS Lothian,121
2021-05-20,NHS Orkney,14
2021-05-20,NHS Shetland,6
2021-05-20,NHS Tayside,77
2021-05-20,NHS Western Isles,11
2021-05-21,NHS Ayrshire and Arran,65
2021-05-21,NHS Borders,26
2021-05-21,NHS Dumfries and Galloway,47
2021-05-21,NHS Fife,79
2021-05-21,NHS Forth Valley,54
2021-05-21,NHS Grampian,100
2021-05-21,NHS Greater Glasgow and Clyde,144
2021-05-21,NHS Highland,50
2021-05-21,NHS Lanarkshire,81
2021-05-21,NHS Lothian,123
2021-05-21,NHS Orkney,12
2021-05-21,NHS Shetland,10
2021-05-21,NHS Tayside,83
2021-05-21,NHS Western Isles,18
2021-05-22,NHS Ayrshire and Arran,59
2021-05-22,NHS Borders,25
2021-05-22,NHS Dumfries and Galloway,34
2021-05-22,NHS Fife,53
2021-05-22,NHS Forth Valley,36
2021-05-22,NHS Grampian,72
2021-05-22,NHS Greater Glasgow and Clyde,118
2021-05-22,NHS Highland,43
2021-05-22,NHS Lanarkshire,91
2021-05-22,NHS Lothian,105
2021-05-22,NHS Orkney,12
2021-05-22,NHS Shetland,7
2021-05-22,NHS Tayside,72
2021-05-22,NHS Western Isles,7
2021-05-23,NHS Ayrshire and Arran,52
2021-05-23,NHS Borders,16
2021-05-23,NHS Dumfries and Galloway,34
2021-05-23,NHS Fife,43
2021-05-23,NHS Forth Valley,36
2021-05-23,NHS Grampian,70
2021-05-23,NHS Greater Glasgow and Clyde,120
2021-05-23,NHS Highland,42
2021-05-23,NHS Lanarkshire,63
2021-05-23,NHS Lothian,100
2021-05-23,NHS Orkney,8
2021-05-23,NHS Shetland,9
2021-05-23,NHS Tayside,47
2021-05-23,NHS Western Isles,13
2021-05-24,NHS Ayrshire and Arran,62
2021-05-24,NHS Borders,31
2021-05-24,NHS Dumfries and Galloway,39
2021-05-24,NHS Fife,74
2021-05-24,NHS Forth Valley,59
2021-05-24,NHS Grampian,102
2021-05-24,NHS Greater Glasgow and Clyde,170
2021-05-24,NHS Highland,66
2021-05-24,NHS Lanarkshire,114
2021-05-24,NHS Lothian,140
2021-05-24,NHS Orkney,9
2021-05-24,NHS Shetland,14
2021-05-24,NHS Tayside,84
2021-05-24,NHS Western Isles,17
2021-05-25,NHS Ayrshire and Arran,62
2021-05-25,NHS Borders,24
2021-05-25,NHS Dumfries and Galloway,49
2021-05-25,NHS Fife,70
2021-05-25,NHS Forth Valley,53
2021-05-25,NHS Grampian,79
2021-05-25,NHS Greater Glasgow and Clyde,159
2021-05-25,NHS Highland,56
2021-05-25,NHS Lanarkshire,85
2021-05-25,NHS Lothian,114
2021-05-25,NHS Orkney,5
2021-05-25,NHS Shetland,16
2021-05-25,NHS Tayside,90
2021-05-25,NHS Western Isles,10
2021-05-26,NHS Ayrshire and Arran,54
2021-05-26,NHS Borders,20
2021-05-26,NHS Dumfries and Galloway,26
2021-05-26,NHS Fife,60
2021-05-26,NHS Forth Valley,41
2021-05-26,NHS Grampian,77
2021-05-26,NHS Greater Glasgow and Clyde,150
2021-05-26,NHS Highland,54
2021-05-26,NHS Lanarkshire,101
2021-05-26,NHS Lothian,124
2021-05-26,NHS Orkney,7
2021-05-26,NHS Shetland,10
2021-05-26,NHS Tayside,74
2021-05-26,NHS Western Isles,11
2021-05-27,NHS Ayrshire and Arran,42
2021-05-27,NHS Borders,21
2021-05-27,NHS Dumfries and Galloway,39
2021-05-27,NHS Fife,48
2021-05-27,NHS Forth Valley,29
2021-05-27,NHS Grampian,84
2021-05-27,NHS Greater Glasgow and Clyde,143
2021-05-27,NHS Highland,47
2021-05-27,NHS Lanarkshire,77
2021-05-27,NHS Lothian,124
2021-05-27,NHS Orkney,12
2021-05-27,NHS Shetland,9
2021-05-27,NHS Tayside,66
2021-05-27,NHS Western Isles,9
2021-05-28,NHS Ayrshire and Arran,63
2021-05-28,NHS Borders,24
2021-05-28,NHS Dumfries and Galloway,35
2021-05-28,NHS Fife,59
2021-05-28,NHS Forth Valley,48
2021-05-28,NHS Grampian,77
2021-05-28,NHS Greater Glasgow and Clyde,159
2021-05-28,NHS Highland,49
2021-05-28,NHS Lanarkshire,92
2021-05-28,NHS Lothian,121
2021-05-28,NHS Orkney,8
2021-05-28,NHS Shetland,6
2021-05-28,NHS Tayside,96
2021-05-28,NHS Western Isles,14
2021-05-29,NHS Ayrshire and Arran,50
2021-05-29,NHS Borders,26
2021-05-29,NHS Dumfries and Galloway,29
2021-05-29,NHS Fife,57
2021-05-29,NHS Forth Valley,46
2021-05-29,NHS Grampian,72
2021-05-29,NHS Greater Glasgow and Clyde,128
2021-05-29,NHS Highland,53
2021-05-29,NHS Lanarkshire,78
2021-05-29,NHS Lothian,74
2021-05-29,NHS Orkney,4
2021-05-29,NHS Shetland,10
2021-05-29,NHS Tayside,59
2021-05-29,NHS Western Isles,9
2021-05-30,NHS Ayrshire and Arran,54
2021-05-30,NHS Borders,28
2021-05-30,NHS Dumfries and Galloway,18
2021-05-30,NHS Fife,52
2021-05-30,NHS Forth Valley,45
2021-05-30,NHS Grampian,53
2021-05-30,NHS Greater Glasgow and Clyde,135
2021-05-30,NHS Highland,49
2021-05-30,NHS Lanarkshire,70
2021-05-30,NHS Lothian,103
2021-05-30,NHS Orkney,7
2021-05-30,NHS Shetland,6
2021-05-30,NHS Tayside,55
2021-05-30,NHS Western Isles,12
2021-05-31,NHS Ayrshire and Arran,74
2021-05-31,NHS Borders,25
2021-05-31,NHS Dumfries and Galloway,39
2021-05-31,NHS Fife,77
2021-05-31,NHS Forth Valley,61
2021-05-31,NHS Grampian,108
2021-05-31,NHS Greater Glasgow and Clyde,176
2021-05-31,NHS Highland,67
2021-05-31,NHS Lanarkshire,115
2021-05-31,NHS Lothian,148
2021-05-31,NHS Orkney,4
2021-05-31,NHS Shetland,15
2021-05-31,NHS Tayside,95
2021-05-31,NHS Western Isles,13
2021-06-01,NHS Ayrshire and Arran,88
2021-06-01,NHS Borders,33
2021-06-01,NHS Dumfries and Galloway,49
2021-06-01,NHS Fife,98
2021-06-01,NHS Forth Valley,53
2021-06-01,NHS Grampian,94
2021-06-01,NHS Greater Glasgow and Clyde,165
2021-06-01,NHS Highland,69
2021-06-01,NHS Lanarkshire,112
2021-06-01,NHS Lothian,115
2021-06-01,NHS Orkney,9
2021-06-01,NHS Shetland,7
2021-06-01,NHS Tayside,99
2021-06-01,NHS Western Isles,15
2021-06-02,NHS Ayrshire and Arran,60
2021-06-02,NHS Borders,35
2021-06-02,NHS Dumfries and Galloway,29
2021-06-02,NHS Fife,50
2021-06-02,NHS Forth Valley,57
2021-06-02,NHS Grampian,89
2021-06-02,NHS Greater Glasgow and Clyde,165
2021-06-02,NHS Highland,61
2021-06-02,NHS Lanarkshire,94
2021-06-02,NHS Lothian,120
2021-06-02,NHS Orkney,5
2021-06-02,NHS Shetland,13
2021-06-02,NHS Tayside,78
2021-06-02,NHS Western Isles,16
2021-06-03,NHS Ayrshire and Arran,58
2021-06-03,NHS Borders,48
2021-06-03,NHS Dumfries and Galloway,46
2021-06-03,NHS Fife,54
2021-06-03,NHS Forth Valley,48
2021-06-03,NHS Grampian,82
2021-06-03,NHS Greater Glasgow and Clyde,183
2021-06-03,NHS Highland,47
2021-06-03,NHS Lanarkshire,102
2021-06-03,NHS Lothian,99
2021-06-03,NHS Orkney,14
2021-06-03,NHS Shetland,8
2021-06-03,NHS Tayside,75
2021-06-03,NHS Western Isles,16
2021-06-04,NHS Ayrshire and Arran,47
2021-06-04,NHS Borders,27
2021-06-04,NHS Dumfries and Galloway,49
2021-06-04,NHS Fife,69
2021-06-04,NHS Forth Valley,55
2021-06-04,NHS Grampian,88
2021-06-04,NHS Greater Glasgow and Clyde,176
2021-06-04,NHS Highland,63
2021-06-04,NHS Lanarkshire,113
2021-06-04,NHS Lothian,139
2021-06-04,NHS Orkney,5
2021-06-04,NHS Shetland,10
2021-06-04,NHS Tayside,96
2021-06-04,NHS Western Isles,13
2021-06-05,NHS Ayrshire and Arran,54
2021-06-05,NHS Borders,25
2021-06-05,NHS Dumfries and Galloway,38
2021-06-05,NHS Fife,68
2021-06-05,NHS Forth Valley,50
2021-06-05,NHS Grampian,76
2021-06-05,NHS Greater Glasgow and Clyde,144
2021-06-05,NHS Highland,46
2021-06-05,NHS Lanarkshire,74
2021-06-05,NHS Lothian,112
2021-06-05,NHS Orkney,10
2021-06-05,NHS Shetland,6
2021-06-05,NHS Tayside,63
2021-06-05,NHS Western Isles,15
2021-06-06,NHS Ayrshire and Arran,63
2021-06-06,NHS Borders,17
2021-06-06,NHS Dumfries and Galloway,46
2021-06-06,NHS Fife,55
2021-06-06,NHS Forth Valley,39
2021-06-06,NHS Grampian,66
2021-06-06,NHS Greater Glasgow and Clyde,151
2021-06-06,NHS Highland,48
2021-06-06,NHS Lanarkshire,73
2021-06-06,NHS Lothian,114
2021-06-06,NHS Orkney,9
2021-06-06,NHS Shetland,8
2021-06-06,NHS Tayside,69
2021-06-06,NHS Western Isles,14
2021-06-07,NHS Ayrshire and Arran,72
2021-06-07,NHS Borders,40
2021-06-07,NHS Dumfries and Galloway,54
2021-06-07,NHS Fife,93
2021-06-07,NHS Forth Valley,74
2021-06-07,NHS Grampian,103
2021-06-07,NHS Greater Glasgow and Clyde,219
2021-06-07,NHS Highland,76
2021-06-07,NHS Lanarkshire,131
2021-06-07,NHS Lothian,173
2021-06-07,NHS Orkney,15
2021-06-07,NHS Shetland,16
2021-06-07,NHS Tayside,115
2021-06-07,NHS Western Isles,11
2021-06-08,NHS Ayrshire and Arran,58
2021-06-08,NHS Borders,23
2021-06-08,NHS Dumfries and Galloway,58
2021-06-08,NHS Fife,73
2021-06-08,NHS Forth Valley,50
2021-06-08,NHS Grampian,87
2021-06-08,NHS Greater Glasgow and Clyde,197
2021-06-08,NHS Highland,55
2021-06-08,NHS Lanarkshire,85
2021-06-08,NHS Lothian,166
2021-06-08,NHS Orkney,10
2021-06-08,NHS Shetland,8
2021-06-08,NHS Tayside,71
2021-06-08,NHS Western Isles,22
2021-06-09,NHS Ayrshire and Arran,63
2021-06-09,NHS Borders,30
2021-06-09,NHS Dumfries and Galloway,32
2021-06-09,NHS Fife,75
2021-06-09,NHS Forth Valley,39
2021-06-09,NHS Grampian,71
2021-06-09,NHS Greater Glasgow and Clyde,142
2021-06-09,NHS Highland,56
2021-06-09,NHS Lanarkshire,108
2021-06-09,NHS Lothian,131
2021-06-09,NHS Orkney,9
2021-06-09,NHS Shetland,11
2021-06-09,NHS Tayside,79
2021-06-09,NHS Western Isles,11
2021-06-10,NHS Ayrshire and Arran,68
2021-06-10,NHS Borders,25
2021-06-10,NHS Dumfries and Galloway,42
2021-06-10,NHS Fife,63
2021-06-10,NHS Forth Valley,55
2021-06-10,NHS Grampian,89
2021-06-10,NHS Greater Glasgow and Clyde,160
2021-06-10,NHS Highland,43
2021-06-10,NHS Lanarkshire,89
2021-06-10,NHS Lothian,143
2021-06-10,NHS Orkney,3
2021-06-10,NHS Shetland,16
2021-06-10,NHS Tayside,80
2021-06-10,NHS Western Isles,15
2021-06-11,NHS Ayrshire and Arran,75
2021-06-11,NHS Borders,34
2021-06-11,NHS Dumfries and Galloway,44
2021-06-11,NHS Fife,77
2021-06-11,NHS Forth Valley,53
2021-06-11,NHS Grampian,95
2021-06-11,NHS Greater Glasgow and Clyde,182
2021-06-11,NHS Highland,57
2021-06-11,NHS Lanarkshire,119
2021-06-11,NHS Lothian,155
2021-06-11,NHS Orkney,10
2021-06-11,NHS Shetland,6
2021-06-11,NHS Tayside,79
2021-06-11,NHS Western Isles,19
2021-06-12,NHS Ayrshire and Arran,56
2021-06-12,NHS Borders,29
2021-06-12,NHS Dumfries and Galloway,32
2021-06-12,NHS Fife,59
2021-06-12,NHS Forth Valley,50
2021-06-12,NHS Grampian,79
2021-06-12,NHS Greater Glasgow and Clyde,139
2021-06-12,NHS Highland,50
2021-06-12,NHS Lanarkshire,87
2021-06-12,NHS Lothian,115
2021-06-12,NHS Orkney,8
2021-06-12,NHS Shetland,13
2021-06-12,NHS Tayside,72
2021-06-12,NHS Western Isles,12
2021-06-13,NHS Ayrshire and Arran,71
2021-06-13,NHS Borders,29
2021-06-13,NHS Dumfries and Galloway,33
2021-06-13,NHS Fife,55
2021-06-13,NHS Forth Valley,40
2021-06-13,NHS Grampian,72
2021-06-13,NHS Greater Glasgow and Clyde,133
2021-06-13,NHS Highland,48
2021-06-13,NHS Lanarkshire,107
2021-06-13,NHS Lothian,102
2021-06-13,NHS Orkney,12
2021-06-13,NHS Shetland,7
2021-06-13,NHS Tayside,56
2021-06-13,NHS Western Isles,4
2021-06-14,NHS Ayrshire and Arran,84
2021-06-14,NHS Borders,32
2021-06-14,NHS Dumfries and Galloway,53
2021-06-14,NHS Fife,86
2021-06-14,NHS Forth Valley,78
2021-06-14,NHS Grampian,114
2021-06-14,NHS Greater Glasgow and Clyde,205
2021-06-14,NHS Highland,77
2021-06-14,NHS Lanarkshire,130
2021-06-14,NHS Lothian,182
2021-06-14,NHS Orkney,22
2021-06-14,NHS Shetland,15
2021-06-14,NHS Tayside,106
2021-06-14,NHS Western Isles,22
2021-06-15,NHS Ayrshire and Arran,62
2021-06-15,NHS Borders,23
2021-06-15,NHS Dumfries and Galloway,52
2021-06-15,NHS Fife,73
2021-06-15,NHS Forth Valley,47
2021-06-15,NHS Grampian,84
2021-06-15,NHS Greater Glasgow and Clyde,195
2021-06-15,NHS Highland,54
2021-06-15,NHS Lanarkshire,103
2021-06-15,NHS Lothian,132
2021-06-15,NHS Orkney,6
2021-06-15,NHS Shetland,14
2021-06-15,NHS Tayside,74
2021-06-15,NHS Western Isles,19
2021-06-16,NHS Ayrshire and Arran,65
2021-06-16,NHS Borders,24
2021-06-16,NHS Dumfries and Galloway,34
2021-06-16,NHS Fife,60
2021-06-16,NHS Forth Valley,59
2021-06-16,NHS Grampian,99
2021-06-16,NHS Greater Glasgow and Clyde,156
2021-06-16,NHS Highland,66
2021-06-16,NHS Lanarkshire,92
2021-06-16,NHS Lothian,128
2021-06-16,NHS Orkney,15
2021-06-16,NHS Shetland,14
2021-06-16,NHS Tayside,76
2021-06-16,NHS Western Isles,11
2021-06-17,NHS Ayrshire and Arran,81
2021-06-17,NHS Borders,23
2021-06-17,NHS Dumfries and Galloway,29
2021-06-17,NHS Fife,73
2021-06-17,NHS Forth Valley,49
2021-06-17,NHS Grampian,88
2021-06-17,NHS Greater Glasgow and Clyde,180
2021-06-17,NHS Highland,50
2021-06-17,NHS Lanarkshire,96
2021-06-17,NHS Lothian,128
2021-06-17,NHS Orkney,6
2021-06-17,NHS Shetland,9
2021-06-17,NHS Tayside,64
2021-06-17,NHS Western Isles,15
2021-06-18,NHS Ayrshire and Arran,68
2021-06-18,NHS Borders,23
2021-06-18,NHS Dumfries and Galloway,50
2021-06-18,NHS Fife,75
2021-06-18,NHS Forth Valley,63
2021-06-18,NHS Grampian,105
2021-06-18,NHS Greater Glasgow and Clyde,195
2021-06-18,NHS Highland,73
2021-06-18,NHS Lanarkshire,111
2021-06-18,NHS Lothian,138
2021-06-18,NHS Orkney,7
2021-06-18,NHS Shetland,14
2021-06-18,NHS Tayside,84
2021-06-18,NHS Western Isles,19
2021-06-19,NHS Ayrshire and Arran,62
2021-06-19,NHS Borders,21
2021-06-19,NHS Dumfries and Galloway,47
